Main Term,Count
"Contact Size",1
"Decomposition Pathway",1
"Shape Evolution",1
"CH4 Concentration",1
"Heterojunction Barrier Height",1
"Imaging resolution",1
"Ridge Morphology",1
"Geometric configuration",1
"Cu/III Ratio",1
"Substrate for ALP",1
"Damping Coefficient",1
"Diffraction Losses",1
"Spectral Signature",1
"Number of Pulses",1
"Switching current density",1
"Terahertz Power",1
"Phonon Thermal Conductance",1
"PL intensity evolution under UV irradiation",1
"Heat Load",1
"APD Gain",1
"Cavity Mode Intensity Distribution",1
"Steady-state efficiency",1
"Signal Generation",1
"Sulfurization",1
"Diameter Increase",1
"Trion decay time",1
"Electron tunneling time",1
"Normalized transmission",1
"GaAs well width",1
"Presence of methyl groups",1
"Light Output Power Saturation Behavior",1
"Diffraction Order",1
"Current Fluctuation",1
"Lateral electron miniband width",1
"Endurance cycles",1
"Power produced",1
"Intersystem Crossing Rate",1
"Presence and stoichiometry",1
"Initial Temperature",1
"PEC cell configuration",1
"Film capacitance",1
"Surface Stabilization",1
"THz Transmission",1
"Internal electric field distribution",1
"Dominant Facets",1
"Presence of Graphite phase",1
"S11 Parameter",1
"Concentration trend",1
"Steady-state current density",1
"Gain-Voltage Characteristic",1
"Plasma Generation",1
"Pixel Active Area",1
"Saturation Emission Intensity",1
"As-deposited Crystallinity",1
"Carbon Bonding",1
"FESEM Image",1
"Generation Efficiency",1
"Quasi-Static C-V Characteristics",1
"Busbar Width",1
"Intervalley Deformation Potential",1
"Power Stability",1
"C 1s core level",1
"Threshold Voltage Instability",1
"Structural Evolution",1
"Iph/Idark Ratio",1
"Magnetoresistance Oscillations",1
"FF Degradation Rate",1
"LC Alignment",1
"Antireflection properties",1
"Fe-O-Fe bond angle",1
"Ge Distribution Coefficient",1
"Multicolor Capability",1
"Polycrystalline Growth",1
"Sixfold Symmetry",1
"Step Morphology",1
"Bias point",1
"Channel Isolation",1
"PL Decay Time Dispersion",1
"Average Cone Height",1
"Time-resolved Fluorescence",1
"Charge carrier activation energy",1
"B-doping concentration",1
"Defect Symmetry",1
"Frequency peak in Bode plot",1
"Quality Factor of WGMs",1
"Coupler gap",1
"Width of PBG",1
"Donor Gaussian Peak Energy",1
"Mn2+ intraionic emission energy",1
"Basal Plane Orientation",1
"Average energy",1
"Zn 2p3/2 BE",1
"Effective Isotropic Radiated Power",1
"Effective Carrier Ionization Ratio",1
"Tapered shape",1
"Optical Quality - Low temperature PL intensity ratio I2/I1",1
"Exciton/trion ratio",1
"Raman Intensity dependence on laser power",1
"Ti-O Bond",1
"HfO2 layer thickness",1
"Collector area",1
"Multiplexing capability",1
"Cross-linking Density",1
"Package dimensions",1
"1-sun J–V Parameter VOC",1
"Synthesis Duration",1
"Average Length of Flakes",1
"NH3 Flux",1
"Maximum Peak-to-Peak Vertical Distance",1
"Forward sweep threshold voltage",1
"Absorption at 4.63 µm",1
"SiC NC size",1
"Optical Emission Homogeneity",1
"Zeeman splitting of XHH transition in thin well",1
"Gaussian Distribution Half Width",1
"Dresselhaus SO coupling constant",1
"Minimum Detectable Absorbance",1
"Incorporation probability",1
"Writing voltage",1
"Mn-N bond length",1
"Not Directly Measured for the Composite Film Alone",1
"Presence of bulk traps",1
"Narrow peaks at room temperature",1
"Vertical Etched Height",1
"THz Power Transmittance",1
"Bit-Error-Rate Penalty due to Crosstalk",1
"Mesh Sizes",1
"TMA Flow Rate during Growth",1
"Complexity",1
"Velocity Overshoot",1
"Mean Wall Temperature",1
"Thickness of CZTSSe film",1
"InGaN well composition",1
"1.54 µm Emission Intensity",1
"Characteristic temperatures for Mott VRH",1
"Homogeneous In Distribution",1
"Visible PL Emission Intensity",1
"Filament Diameter",1
"Fermi Temperature",1
"Growth Window",1
"Deposition/Sputter Etch Ratio",1
"CdS/CIGS junction quality",1
"Charge collection distance",1
"Alpha Energy Resolution",1
"Vertical Correlation of QDs",1
"Stage Thickness",1
"Phase Step",1
"Dominant Emission Peak",1
"Ratio of photocurrent",1
"Near Band Edge PL Peak Position",1
"Nonradiative recombination coefficient",1
"Absorption Behavior",1
"Spectrally Integrated PL Intensity vs. Excitation Power Relationship",1
"Nominal Doping Type and Level",1
"Raman Spectrum mode)",1
"Total Dark Current",1
"Low-Temperature Photoluminescence Feature",1
"B Band Absorption Wavelength",1
"External Luminescence Efficiency",1
"Spontaneous Emission Linewidth",1
"Maximum Absorption Efficiency",1
"Absorption Edge Broadening",1
"E2 phonon",1
"Current-Voltage Characteristic Coefficient",1
"UV PL intensity",1
"Sn/ composition",1
"Full-width at half-maximum of diffraction peak",1
"Photocatalytic H2 Production Activity",1
"Relative variation in the composition of epitaxial layers compared to upper levels",1
"Defect State Density / Emission Intensity",1
"Maximum Wallplug Efficiency",1
"A1 phonon mode energy",1
"Saturated Drain Current",1
"Temperature coefficient of Voc",1
"Electrical carrier concentration",1
"Valence band level",1
"Selective Growth Confirmation",1
"Deep level trap carrier concentration",1
"Conduction band energy",1
"Arrangement/Morphology",1
"Continuous Wave Optical Power",1
"Interfacial Thermal Conductance",1
"Bound Exciton Recombination Lines",1
"Density of Slow Surface States",1
"Tilt-view morphology",1
"Majority Charge Carriers",1
"Electron Recombination",1
"X-ray Full Width at Half Maximum Variance",1
"Al Fraction",1
"Zero-phonon line emission wavelength",1
"Presence of Higher-order LO Phonon Modes",1
"CL Emission Energy Shift",1
"Real part of dielectric function peak energy",1
"Optical Property - CL Peak Position",1
"n-Contact Thickness",1
"Diameter at bottom",1
"Optical Reflection Properties",1
"Slow Decay Component",1
"Film microstructure",1
"Wavelength conversion",1
"QD Structure",1
"Interdot coupling strength",1
"Amorphous Quality",1
"Pore spacing",1
"Irradiation Damage",1
"Emission energy range",1
"Room Temperature PL - UV Emission Energy",1
"Quality",1
"Maximum Hole Concentration",1
"Average Strain",1
"Total Height",1
"EL Peak FWHM",1
"Base dimensions",1
"Electron Injection Rate Constant",1
"Crystal Ordering",1
"Subgap Defect Density",1
"Presence of Conduction Band Tail",1
"Integrated intensity ratio of D to G peak",1
"Flatband Potential Shift under Illumination",1
"H5 trap concentration",1
"Efficiency Gain",1
"Increased Surface Area",1
"Phase State",1
"Line Shape Feature",1
"Stimulated Emission Lifetime",1
"Emission Location",1
"Microstructure parameter R",1
"Defect Density Peak Position",1
"Rabi Splitting Energy",1
"Resonant Peak Position",1
"As/Ga Incorporation Rate Ratio",1
"Emission Tunability",1
"Total Emission Contribution",1
"Nominal N Content",1
"Sensitivity to Other Gases",1
"Gate Structure Type",1
"Mean Tilt Angle",1
"Interlayer Presence",1
"Electroluminescence Turn-on Voltage",1
"PL Peak Energy Shift with Laser Power",1
"Presence of Pyramidal Defects",1
"Mo thickness",1
"Presence of D peak",1
"Near band gap exciton emission energy",1
"Nominal In content",1
"CL Intensity",1
"Multiplied Dark Current",1
"Surface Optical Modes",1
"Back electron-transfer kinetics",1
"Potential for Solar Energy Conversion",1
"Mean Transmittance",1
"Potential Barriers",1
"Reflection Coefficient Phase",1
"Concentration of S Donors",1
"Sb−N−Li Bond Angle",1
"Spiral Hillock Density",1
"Hole Periodicity",1
"Deep Donor States",1
"Electromagnetic Field Distribution",1
"Visualization",1
"Hyperfine Constants",1
"Pattern Pitch",1
"MCD Signal",1
"Geometric Dimensions",1
"Threshold Current Uniformity",1
"Gadolinium concentration",1
"Formation Location",1
"Epitaxial Defect Density",1
"Source Type",1
"Resistivity Trend",1
"Angular Resolution",1
"Excess noise",1
"Microwave photoconductivity decay parameters",1
"Site Symmetry",1
"Aqueous stability",1
"Wafer Flatness",1
"Leakage resistance",1
"Relative Contribution",1
"Beat length",1
"Heterojunction area",1
"Working distance",1
"EER Spectra",1
"Pattern Integrity",1
"Intrinsic Response Time",1
"AM1 Conductivity",1
"I/I Ratio",1
"Twin formation",1
"Process Yield",1
"Optical Properties Preservation",1
"Simulation accuracy",1
"Isolation Leakage Current",1
"Nominal Well Width",1
"Vertical strain",1
"Soldering Method",1
"Well growth temperature",1
"Residual Organics",1
"Equilibrium electron concentration",1
"Antenna Configuration",1
"Surface Granularity",1
"Characteristic Tunneling Energy",1
"Number of Levels",1
"Poling Period",1
"2D Band FWHM",1
"PV Generation",1
"Trap H1",1
"Detector Pitch",1
"Perpendicular Lattice Parameter",1
"Color under UV Light",1
"Hall Voltage",1
"Mg Flux",1
"V Concentration",1
"Melting peak",1
"Diagonal Size",1
"Angle of Deposition",1
"Optical Mode Volume",1
"Vmpp",1
"Anomalous behavior",1
"External Resistance",1
"Presence of macrosteps",1
"FX peak FWHM",1
"Anchoring group",1
"Energy Position of DBE Peak",1
"Optical Energy",1
"Electrical response",1
"Micropore Volume",1
"De Broglie wavelength",1
"Beam steering",1
"Tapered morphology",1
"Dielectric susceptibility",1
"Current Sensitivity at λ",1
"Transition Temperature",1
"Responsivity Linearity",1
"Well Capture Probability",1
"Extinction efficiency",1
"Fe/Zn ratio",1
"Error-free Operation",1
"Potential Drop",1
"Interface Band Diagram",1
"Eu-related PL Peak 1",1
"Physical Layout",1
"Maximum Phase Shift",1
"Stress as a function of Temperature",1
"Decomposition Onset",1
"Power temperature coefficient",1
"Output Power at 100 mA",1
"Current transfer ratio",1
"Bandedge Emission Energy",1
"Etch profile shape",1
"Ion channeling minimum yield",1
"Si 2p Core Level Position",1
"Not Directly Measured in this study",1
"Average dipolar moment",1
"Trench Sidewall Angle",1
"In composition in well layers",1
"Dark Spots",1
"Radiative Open Circuit Voltage",1
"Isotropization Temperature",1
"Strain-induced Bandgap Shift",1
"Coverage ratio",1
"Kink Power",1
"FWHM of Skew-symmetric 30–32 XRD Reflection",1
"Grating Function",1
"Amount of Material",1
"Distribution Function",1
"Cd₁₋ₓZnₓS",1
"TMIn flow rate",1
"Redeposition Effect",1
"Laser Coupling",1
"Anodic peak current",1
"Presence of Si QDs",1
"Relaxation Time of Electric Resistance",1
"Estimated Al Content",1
"Normal-Mode Splitting",1
"Free Carrier Plasma Frequency",1
"Bi incorporation",1
"Electro-optic energy (heavy hole",1
"Effective Mass of Electrons at CBM",1
"Energy band diagram near the EBL",1
"Free-Electron Concentration at 300 K",1
"Increase in Concentration",1
"Redistribution Behavior",1
"Anchoring Energy Coefficient - Dispersion",1
"Anchoring Energy Coefficient - Polarization",1
"Intensity of ZnO:N Raman Modes",1
"Piezoresistive Sensitivity",1
"Line Resistivity",1
"Rotational Constant",1
"Ion fluence",1
"Electrochemical HOMO-LUMO Gap",1
"Blend Film π-π Stacking Distance",1
"Intermolecular distance",1
"Spatial Mode Operation",1
"Charge Transfer Resistance at MMO/CdS/electrolyte interface",1
"Ratio of silicon dihydride content to silicon monohydride content",1
"Midgap Trap Concentration",1
"CIE-1931 Coordinates",1
"EM field enhancement",1
"Subcutaneous Oxidation Prevention",1
"Squared Overlap Integral of Wavefunctions",1
"SA band emission energy",1
"Absorbing Region",1
"α1",1
"Top nanostructure period",1
"CF2 Radical Density",1
"Raman Correlation Length",1
"Huang-Rhys Parameter",1
"In I Peak Relative Strength",1
"Nuclei formation",1
"τt/τq ratio",1
"GaAs Peak Intensity",1
"Plasma-induced current",1
"Onset temperature of nitrogen desorption",1
"Cauchy's Parameter A",1
"Suspension Length",1
"PEC CO2 reduction products",1
"Cracking Area",1
"Dot Alignment Quality",1
"Seed Layer Crystallinity Ratio",1
"Radiative loss term",1
"Presence of β-SiC peak",1
"Convergence",1
"Border Trap A",1
"Control Interface",1
"CL intensity decay time",1
"Antenna Dimensions",1
"FWHM of RC along [00.1] direction )",1
"Improvement",1
"Oven Temperature",1
"Visual Inspection",1
"Stimulated emission cross section",1
"Output Mode",1
"Threaded mixed-edge dislocation density",1
"Spatial Distribution of Dislocations",1
"Doping Activity",1
"Density of dislocation loops",1
"Preferred Crystallite Orientation",1
"Absorption Magnitude",1
"Grain Boundary Visibility",1
"Low-Temperature Photoluminescence FWHM",1
"Ga/ atomic ratio",1
"Back Interface Recombination Velocity",1
"CL emission bands",1
"Superluminescence Emission Wavelength Range",1
"Total Device Thickness",1
"Minimum Current Density",1
"Absorption Frequency",1
"Dark Current vs. Applied Voltage",1
"Growth Features",1
"Near Band Edge PL peak",1
"Gap-state Distribution",1
"Room Temperature PL Peak Position",1
"Dark dc electrical resistivity",1
"Donor-bound exciton recombination line",1
"Peak Frequency Response",1
"Slow Decay Lifetime",1
"Net Acceptor Concentration Profile",1
"Photoconductance Quenching Temperature",1
"N1s peak position",1
"Silicon Doping",1
"Capping Layer Material",1
"Time-resolved excited state dynamics",1
"Photoluminescence Peak Position",1
"Electron and Hole Ground State WF Spatial Overlap",1
"Elemental Stoichiometry",1
"Etch Ratio",1
"Longitudinal-Optical Phonon Raman Peak Line Width",1
"Out-of-plane dielectric constant",1
"Average Transconductance",1
"Planar morphology",1
"Bound exciton peak width",1
"PL Intensity Power Law Exponent",1
"Inter-grain Barrier Height Distribution",1
"Internal Optical Mode Loss",1
"Density of Triangular Pits",1
"Gate Turn-on Voltage",1
"Intrinsic carrier lifetime",1
"Characteristic decay time constant",1
"Electron Band Mass",1
"Dislocation Termination",1
"Raman Enhancement Factor",1
"ASE Peak Wavelength",1
"Semiconducting Type",1
"Integrated Optical Power",1
"Phonon Parameters",1
"Junction characteristics",1
"Pulse Response Time",1
"Active Layer Structure",1
"Electron Density",1
"Alloy fraction",1
"Dominant Mode Resonant Frequency",1
"Effective Peak Pump Power Threshold",1
"Surface Crystallographic State",1
"PL Peak Splitting",1
"Emission mode",1
"Not explicitly characterized in this paper",1
"Perpendicular lattice constant",1
"Responsivity comparison",1
"DC gain",1
"Junction Barrier Height Reduction",1
"Photoactivation energy",1
"Atomic Density Depth Profile",1
"Hysteresis Index",1
"As source dopant",1
"Average Interparticle Separation",1
"Bandgap range",1
"Defect-to-Band-Edge Peak Ratio",1
"Electron Photoemission Threshold",1
"Layer Depth",1
"Maximum Optical Gain",1
"S composition",1
"UV Photoresponse Switching Time",1
"Stripe Length",1
"Adsorption Time",1
"Sum of Electron and Hole Mobility",1
"Low Carrier Density PL Lifetime",1
"Light Harvesting Efficiency at λmax",1
"Electroluminescent Spectrum",1
"Ga Depth Profile",1
"Background Limited Infrared Performance",1
"Spectroscopy",1
"Groove Angle",1
"Anisotropic Energy Density",1
"Defect Identification",1
"Flexural Modulus",1
"Incline Angles",1
"Rear Surface Structure",1
"FWHM of D0X Emission",1
"Arrhenius Plot Parameters",1
"SiC nanocrystal grain size",1
"Optical gap uniformity",1
"Film Quality Indicator",1
"Static Dielectric Function )",1
"XPS Cu 2p3/2 Intensity",1
"Interface with ZnO",1
"Interface Layer Presence",1
"InN Growth Rate",1
"Separation Thickness Dependency",1
"ROIC Noise",1
"Model Prediction",1
"False Alarm Rate",1
"Pixel format",1
"Local Atomic Structure",1
"DC Output Power",1
"Transport coefficients",1
"Peak Material Gain",1
"Connection Type",1
"Mobility band gap",1
"Asymmetry parameter",1
"Dispersion State",1
"Photothermal Ionization Spectrum",1
"Spatial Ordering",1
"Mode Structure",1
"Theoretical Calculations",1
"h",1
"Amorphicity",1
"DPV Peak Current",1
"Polytype distribution",1
"Transconductance Degradation",1
"Point Spread Function",1
"Brewster Angle",1
"SERS Sensitivity",1
"System Design Concept",1
"Dynamic Behavior",1
"Measured period",1
"Material stack",1
"Capacitance Reduction",1
"Well Number",1
"Presence of Graphite",1
"Nanodot Array Geometry",1
"f/#",1
"Gain stability",1
"Device Uniformity",1
"Surface Ga Accumulation Rate",1
"Space Charge Limited Current Hole Mobility",1
"Apparent Mobility",1
"Initial Charge Capacity",1
"Nano-indentation Hardness",1
"Power supply",1
"Activation Energy Barrier",1
"Equilibrium Vapor Pressure",1
"Permeate Flux",1
"Presence of Large Particles",1
"Quantum Emitter Formation",1
"Integration Capability",1
"OFET performance",1
"Presence of Zn2SiO4",1
"Interface between GaN and InxGa1-xN",1
"Correlation Effect",1
"Equilibrium interlayer distance",1
"Rb distribution",1
"Annealing Ambient",1
"Film Conformality",1
"Model Geometry",1
"Inelastic Mean Free Path",1
"Passband",1
"Differential Transfer Efficiency",1
"Signal Decay Time",1
